,Event Type,Event Created,Object Id,Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,SyncedQuoteId,ContractId,HasOpenActivity,HasOverdueTask,Bonus_Points_Used__c,Bonus_Points__c,DocumentLink_Record_Type__c,DocumentLink_Subject__c,DocumentLink__c,Online_Quote_URL__c,Quote_Status__c,Rollover_Points_Used__c,Tasks_Purchased_All_Orders__c,ID_SF_Migration_Opportunity__c,Points_Estimate__c,Contact__c,SBQQ__AmendedContract__c,Current_Point_Balance__c,Opportunity_ID__c,Project_Opportunity__c,Add_Contingency__c,Opportunity_Lookup__c,Points_assigned_to_Projects__c,Billing_Contact__c,Billing_Date__c,Contingency_Points__c,Contingency_Received__c,Delegated_Points_Received__c,Delegated_Points__c,Freeze_Period__c,Notes_for_Delegated_Points_Received__c,Notes_for_Delegated_Points__c,Percentage_Formula__c,Points_Logged__c,Points_Plan__c,Points_Purchased__c,Rollover_Points__c,SBQQ__Contracted__c,Two_Week__c,Un_Freeze_Date__c,Unassigned_Project_Points__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__PrimaryQuote__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,SBQQ__RenewedContract__c,attributes.type,attributes.url,date,_id
94,updated,2022-04-29T20:01:31.137Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,915.0,75.0,686.25,5.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:01:31.000+0000,0051U000006prvDQAQ,2022-04-29T20:01:31.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651262491845.0,62e84ff10b93022bfa43cc9d
95,updated,2022-04-29T20:08:48.600Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,788.0,75.0,591.0,4.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:08:48.000+0000,0051U000004IhG0QAK,2022-04-29T20:08:48.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651262929627.0,62e84ff10b93022bfa43cc9e
96,updated,2022-04-29T20:09:01.965Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,915.0,75.0,686.25,5.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:09:01.000+0000,0051U000004IhG0QAK,2022-04-29T20:09:01.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651262943115.0,62e84ff10b93022bfa43cc9f
97,updated,2022-04-29T20:10:51.525Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,982.0,75.0,736.5,6.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:10:51.000+0000,0051U000004IhG0QAK,2022-04-29T20:10:51.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263052193.0,62e84ff10b93022bfa43cca1
98,updated,2022-04-29T20:09:01.962Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,915.0,75.0,686.25,5.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:09:01.000+0000,0051U000004IhG0QAK,2022-04-29T20:09:01.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651262943317.0,62e84ff10b93022bfa43cca0
99,updated,2022-04-29T20:10:51.527Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,982.0,75.0,736.5,6.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:10:51.000+0000,0051U000004IhG0QAK,2022-04-29T20:10:51.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263052323.0,62e84ff10b93022bfa43cca2
100,updated,2022-04-29T20:11:33.440Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,932.0,75.0,699.0,6.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:11:33.000+0000,0051U000004IhG0QAK,2022-04-29T20:11:33.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263094866.0,62e84ff10b93022bfa43cca3
101,updated,2022-04-29T20:12:24.789Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,982.0,75.0,736.5,7.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:12:24.000+0000,0051U000004IhG0QAK,2022-04-29T20:12:24.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263145561.0,62e84ff10b93022bfa43cca4
102,updated,2022-04-29T20:12:24.786Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,982.0,75.0,736.5,7.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:12:24.000+0000,0051U000004IhG0QAK,2022-04-29T20:12:24.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263145576.0,62e84ff10b93022bfa43cca5
103,updated,2022-04-29T20:23:20.010Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,1179.0,75.0,884.25,8.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:23:19.000+0000,0051U000004IhG0QAK,2022-04-29T20:23:19.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263801167.0,62e84ff10b93022bfa43cca6
104,updated,2022-04-29T20:23:20.012Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,1179.0,75.0,884.25,8.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:23:19.000+0000,0051U000004IhG0QAK,2022-04-29T20:23:19.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263801180.0,62e84ff10b93022bfa43cca7
105,updated,2022-04-29T20:23:42.463Z,0068Z00001WDI9iQAH,0068Z00001WDI9iQAH,False,0018Z00002XBtPCQA1,False,Kelley Technology Group Ebook,,Proposal/Price Quote,1229.0,75.0,921.75,8.0,2022-05-13,Existing Business,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-04-29T19:35:53.000+0000,0051U000006prvDQAQ,2022-04-29T20:23:42.000+0000,0051U000004IhG0QAK,2022-04-29T20:23:42.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDI9i,Presented,,0.0,,,0038Z00002ocOfBQAU,,,0068Z00001WDI9iQAH,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDI9iQAH,1651263823783.0,62e84ff10b93022bfa43cca8
106,created,2022-05-04T16:38:10.480Z,0068Z00001WDbjFQAT,0068Z00001WDbjFQAT,False,0018Z00002Ydx2XQAR,False,GeneralCents Accounting-,,Proposal/Price Quote,,100.0,,,2022-08-04,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000000i0GWQAY,2022-05-04T16:38:04.000+0000,0051U000000i0GWQAY,2022-05-04T16:38:09.000+0000,0051U000000i0GWQAY,2022-05-04T16:38:09.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDbjF,Presented,,0.0,,,0038Z00002qQFaAQAW,,,0068Z00001WDbjFQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDbjFQAT,1651682291628.0,62e84ff10b93022bfa43cca9
107,updated,2022-05-04T16:39:13.271Z,0068Z00001WDbjFQAT,0068Z00001WDbjFQAT,False,0018Z00002Ydx2XQAR,False,GeneralCents Accounting-,,Proposal/Price Quote,397.0,100.0,397.0,1.0,2022-08-04,,,SS Landing Page,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-04T16:38:04.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:13.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:13.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDbjF,Presented,,0.0,,,0038Z00002qQFaAQAW,,,0068Z00001WDbjFQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDbjFQAT,1651682354093.0,62e84ff10b93022bfa43ccaa
108,updated,2022-05-04T16:39:13.268Z,0068Z00001WDbjFQAT,0068Z00001WDbjFQAT,False,0018Z00002Ydx2XQAR,False,GeneralCents Accounting-,,Proposal/Price Quote,2897.0,100.0,2897.0,2.0,2022-08-04,,,SS Landing Page,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-04T16:38:04.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:13.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:13.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDbjF,Presented,,0.0,,,0038Z00002qQFaAQAW,,,0068Z00001WDbjFQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDbjFQAT,1651682354420.0,62e84ff10b93022bfa43ccab
109,updated,2022-05-04T16:39:14.906Z,0068Z00001WDbjFQAT,0068Z00001WDbjFQAT,False,0018Z00002Ydx2XQAR,False,GeneralCents Accounting-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-05-04,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-04T16:38:04.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:14.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:14.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDbjF,Presented,,0.0,,,0038Z00002qQFaAQAW,,,0068Z00001WDbjFQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDbjFQAT,1651682355658.0,62e84ff10b93022bfa43ccac
110,updated,2022-05-04T16:39:14.079Z,0068Z00001WDbjFQAT,0068Z00001WDbjFQAT,False,0018Z00002Ydx2XQAR,False,GeneralCents Accounting-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-05-04,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-04T16:38:04.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:14.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:14.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDbjF,Presented,,0.0,,,0038Z00002qQFaAQAW,,,0068Z00001WDbjFQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDbjFQAT,1651682355691.0,62e84ff10b93022bfa43ccad
111,updated,2022-05-04T16:39:14.082Z,0068Z00001WDbjFQAT,0068Z00001WDbjFQAT,False,0018Z00002Ydx2XQAR,False,GeneralCents Accounting-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-05-04,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-04T16:38:04.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:14.000+0000,0051U000000i0GWQAY,2022-05-04T16:39:14.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDbjF,Presented,,0.0,,,0038Z00002qQFaAQAW,,,0068Z00001WDbjFQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDbjFQAT,1651682355884.0,62e84ff10b93022bfa43ccae
112,created,2022-05-05T17:33:10.368Z,0068Z00001WDgsUQAT,0068Z00001WDgsUQAT,False,0018Z00002Ye1yGQAR,False,Mindful Learning-,,Proposal/Price Quote,,100.0,,,2022-08-05,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000000i0GWQAY,2022-05-05T17:33:02.000+0000,0051U000000i0GWQAY,2022-05-05T17:33:09.000+0000,0051U000000i0GWQAY,2022-05-05T17:33:09.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDgsU,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001WDgsUQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDgsUQAT,1651771991610.0,62e84ff10b93022bfa43ccaf
113,updated,2022-05-05T17:34:08.648Z,0068Z00001WDgsUQAT,0068Z00001WDgsUQAT,False,0018Z00002Ye1yGQAR,False,Mindful Learning-,,Proposal/Price Quote,2897.0,100.0,2897.0,2.0,2022-08-05,,,SS Landing Page,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-05T17:33:02.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:09.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:09.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDgsU,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001WDgsUQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDgsUQAT,1651772050174.0,62e84ff10b93022bfa43ccb0
114,updated,2022-04-27T20:43:22.894Z,0068Z00001WD9LpQAL,0068Z00001WD9LpQAL,False,0011U00001hLiWBQA0,False,Emily Prod Desc Testing,,Proposal/Price Quote,7045.0,75.0,5283.75,4.0,2022-04-27,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000004IhG0QAK,2022-04-27T20:41:51.000+0000,0051U000004IhG0QAK,2022-04-27T20:43:22.000+0000,0051U000004IhG0QAK,2022-04-27T20:43:22.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WD9Lp,Presented,,0.0,,,0031U00001wouRrQAI,,,0068Z00001WD9LpQAL,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WD9LpQAL,1651092203820.0,62e84ff10b93022bfa43cc90
115,updated,2022-05-05T17:34:09.487Z,0068Z00001WDgsUQAT,0068Z00001WDgsUQAT,False,0018Z00002Ye1yGQAR,False,Mindful Learning-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-05-05,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-05T17:33:02.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:10.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:10.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDgsU,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001WDgsUQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDgsUQAT,1651772051297.0,62e84ff10b93022bfa43ccb2
116,updated,2022-04-27T20:43:22.896Z,0068Z00001WD9LpQAL,0068Z00001WD9LpQAL,False,0011U00001hLiWBQA0,False,Emily Prod Desc Testing,,Proposal/Price Quote,7045.0,75.0,5283.75,4.0,2022-04-27,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000004IhG0QAK,2022-04-27T20:41:51.000+0000,0051U000004IhG0QAK,2022-04-27T20:43:22.000+0000,0051U000004IhG0QAK,2022-04-27T20:43:22.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WD9Lp,Presented,,0.0,,,0031U00001wouRrQAI,,,0068Z00001WD9LpQAL,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WD9LpQAL,1651092204166.0,62e84ff10b93022bfa43cc91
117,updated,2022-05-05T17:34:10.451Z,0068Z00001WDgsUQAT,0068Z00001WDgsUQAT,False,0018Z00002Ye1yGQAR,False,Mindful Learning-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-05-05,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-05T17:33:02.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:10.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:10.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDgsU,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001WDgsUQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDgsUQAT,1651772051985.0,62e84ff10b93022bfa43ccb4
118,updated,2022-05-05T17:34:10.454Z,0068Z00001WDgsUQAT,0068Z00001WDgsUQAT,False,0018Z00002Ye1yGQAR,False,Mindful Learning-,,Closed Won,2897.0,100.0,2897.0,2.0,2022-05-05,,,SS Landing Page,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000000i0GWQAY,2022-05-05T17:33:02.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:10.000+0000,0051U000000i0GWQAY,2022-05-05T17:34:10.000+0000,,2.0,2022.0,2022 2,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDgsU,Presented,,0.0,,,0038Z00002qQQtGQAW,,,0068Z00001WDgsUQAT,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDgsUQAT,1651772052396.0,62e84ff10b93022bfa43ccb5
119,created,2022-05-09T17:57:17.977Z,0068Z00001WDvYzQAL,0068Z00001WDvYzQAL,False,0018Z00002YeHwXQAV,False,Lead Machines-,,Proposal/Price Quote,,100.0,,,2022-08-09,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000000i0GWQAY,2022-05-09T17:57:09.000+0000,0051U000000i0GWQAY,2022-05-09T17:57:17.000+0000,0051U000000i0GWQAY,2022-05-09T17:57:17.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001WDvYz,Presented,,0.0,,,0038Z00002qQxgNQAS,,,0068Z00001WDvYzQAL,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-92.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001WDvYzQAL,1652119038761.0,62e84ff10b93022bfa43ccb6
