,Event Type,Event Created,Object Id,Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,SyncedQuoteId,ContractId,HasOpenActivity,HasOverdueTask,Bonus_Points_Used__c,Bonus_Points__c,DocumentLink_Record_Type__c,DocumentLink_Subject__c,DocumentLink__c,Online_Quote_URL__c,Quote_Status__c,Rollover_Points_Used__c,Tasks_Purchased_All_Orders__c,ID_SF_Migration_Opportunity__c,Points_Estimate__c,Contact__c,SBQQ__AmendedContract__c,Current_Point_Balance__c,Opportunity_ID__c,Project_Opportunity__c,Add_Contingency__c,Opportunity_Lookup__c,Points_assigned_to_Projects__c,Billing_Contact__c,Billing_Date__c,Contingency_Points__c,Contingency_Received__c,Delegated_Points_Received__c,Delegated_Points__c,Freeze_Period__c,Notes_for_Delegated_Points_Received__c,Notes_for_Delegated_Points__c,Percentage_Formula__c,Points_Logged__c,Points_Plan__c,Points_Purchased__c,Rollover_Points__c,SBQQ__Contracted__c,Two_Week__c,Un_Freeze_Date__c,Unassigned_Project_Points__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__PrimaryQuote__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,SBQQ__RenewedContract__c,attributes.type,attributes.url,date,_id
407,created,2022-07-18T01:09:49.370Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,,75.0,,,2022-07-31,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658106591445.0,62e84ff10b93022bfa43cdd6
408,created,2022-07-18T01:09:49.367Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,,75.0,,,2022-07-31,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658106591625.0,62e84ff10b93022bfa43cdd7
409,updated,2022-07-18T01:11:07.426Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,45.0,75.0,33.75,1.0,2022-07-31,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:11:07.000+0000,0051U000006prvDQAQ,2022-07-18T01:11:07.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658106668286.0,62e84ff10b93022bfa43cdd9
410,updated,2022-07-18T01:09:59.246Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,,75.0,,,2022-07-31,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:09:59.000+0000,0051U000006prvDQAQ,2022-07-18T01:09:59.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658106600315.0,62e84ff10b93022bfa43cdd8
411,updated,2022-07-18T01:11:07.429Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,45.0,75.0,33.75,1.0,2022-07-31,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T01:11:07.000+0000,0051U000006prvDQAQ,2022-07-18T01:11:07.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658106668308.0,62e84ff10b93022bfa43cdda
412,created,2022-07-18T15:39:35.457Z,0068Z00001XsdzoQAB,0068Z00001XsdzoQAB,False,0018Z00002YgMsJQAV,False,Muze Marketing- Lading Page/Thank you Page Wireframe,,Proposal/Price Quote,,75.0,,,2022-08-01,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Xsdzo,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001XsdzoQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsdzoQAB,1658158776740.0,62e84ff10b93022bfa43cddb
413,created,2022-07-18T15:39:35.455Z,0068Z00001XsdzoQAB,0068Z00001XsdzoQAB,False,0018Z00002YgMsJQAV,False,Muze Marketing- Lading Page/Thank you Page Wireframe,,Proposal/Price Quote,,75.0,,,2022-08-01,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Xsdzo,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001XsdzoQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsdzoQAB,1658158776766.0,62e84ff10b93022bfa43cddc
414,updated,2022-07-18T15:39:43.139Z,0068Z00001XsdzoQAB,0068Z00001XsdzoQAB,False,0018Z00002YgMsJQAV,False,Muze Marketing- Lading Page/Thank you Page Wireframe,,Proposal/Price Quote,,75.0,,,2022-08-01,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T15:39:42.000+0000,0051U000006prvDQAQ,2022-07-18T15:39:42.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Xsdzo,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001XsdzoQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsdzoQAB,1658158783871.0,62e84ff10b93022bfa43cddd
415,updated,2022-07-18T16:18:41.533Z,0068Z00001XsdzoQAB,0068Z00001XsdzoQAB,False,0018Z00002YgMsJQAV,False,Muze Marketing- Lading Page/Thank you Page Wireframe,,Proposal/Price Quote,2884.0,75.0,2163.0,4.0,2022-08-01,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T16:18:41.000+0000,0051U000006prvDQAQ,2022-07-18T16:18:41.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Xsdzo,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001XsdzoQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsdzoQAB,1658161122604.0,62e84ff10b93022bfa43cdde
416,updated,2022-07-18T16:18:41.530Z,0068Z00001XsdzoQAB,0068Z00001XsdzoQAB,False,0018Z00002YgMsJQAV,False,Muze Marketing- Lading Page/Thank you Page Wireframe,,Proposal/Price Quote,2884.0,75.0,2163.0,4.0,2022-08-01,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T16:18:41.000+0000,0051U000006prvDQAQ,2022-07-18T16:18:41.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Xsdzo,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001XsdzoQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsdzoQAB,1658161123190.0,62e84ff10b93022bfa43cddf
417,updated,2022-07-18T16:19:28.168Z,0068Z00001XsdzoQAB,0068Z00001XsdzoQAB,False,0018Z00002YgMsJQAV,False,Muze Marketing- Landing Page/Thank you Page Wireframe,,Proposal/Price Quote,2884.0,75.0,2163.0,4.0,2022-08-01,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T15:39:34.000+0000,0051U000006prvDQAQ,2022-07-18T16:19:28.000+0000,0051U000006prvDQAQ,2022-07-18T16:19:28.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001Xsdzo,Presented,,0.0,,,0038Z00002rVVdlQAG,,,0068Z00001XsdzoQAB,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsdzoQAB,1658161169129.0,62e84ff10b93022bfa43cde0
418,updated,2022-07-18T20:37:04.181Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,900.0,75.0,675.0,20.0,2022-07-31,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T20:37:04.000+0000,0051U000006prvDQAQ,2022-07-18T20:37:04.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-13.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658176625803.0,62e84ff10b93022bfa43cde1
419,updated,2022-07-18T20:37:04.179Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Proposal/Price Quote,900.0,75.0,675.0,20.0,2022-07-31,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T20:37:04.000+0000,0051U000006prvDQAQ,2022-07-18T20:37:04.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-13.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658176626045.0,62e84ff10b93022bfa43cde2
420,updated,2022-07-18T20:38:15.975Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Closed Won,900.0,100.0,900.0,20.0,2022-07-18,,,,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T20:38:15.000+0000,0051U000006prvDQAQ,2022-07-18T20:38:15.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658176699444.0,62e84ff10b93022bfa43cde3
421,updated,2022-07-18T20:38:15.978Z,0068Z00001XsZuzQAF,0068Z00001XsZuzQAF,False,0011U000020uHHDQA2,False,Crackem- US Expansion Research Project,,Closed Won,900.0,100.0,900.0,20.0,2022-07-18,,,,True,True,Closed,Closed,,True,01s1U000000ZwxwQAC,0051U000006prvDQAQ,2022-07-18T01:09:48.000+0000,0051U000006prvDQAQ,2022-07-18T20:38:15.000+0000,0051U000006prvDQAQ,2022-07-18T20:38:15.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsZuz,Presented,,0.0,,,0031U00001yx4MpQAI,,,0068Z00001XsZuzQAF,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,0.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsZuzQAF,1658176699509.0,62e84ff10b93022bfa43cde4
422,created,2022-07-18T23:03:38.263Z,0068Z00001XshUvQAJ,0068Z00001XshUvQAJ,False,0011U00001bZfiXQAS,False,Olympic Crest Insurance-,,Proposal/Price Quote,,75.0,,,2022-09-30,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000007Lf3OQAS,2022-07-18T23:03:37.000+0000,0051U000007LKs0QAG,2022-07-18T23:03:38.000+0000,0051U000007LKs0QAG,2022-07-18T23:03:38.000+0000,2022-07-15,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XshUv,Presented,,0.0,,,,,,0068Z00001XshUvQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-74.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XshUvQAJ,1658185421035.0,62e84ff10b93022bfa43cde5
423,created,2022-07-18T23:03:38.265Z,0068Z00001XshUvQAJ,0068Z00001XshUvQAJ,False,0011U00001bZfiXQAS,False,Olympic Crest Insurance-,,Proposal/Price Quote,,75.0,,,2022-09-30,,,SS Landing Page,False,False,Pipeline,Pipeline,,False,,0051U000007Lf3OQAS,2022-07-18T23:03:37.000+0000,0051U000007LKs0QAG,2022-07-18T23:03:38.000+0000,0051U000007LKs0QAG,2022-07-18T23:03:38.000+0000,2022-07-15,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XshUv,Presented,,0.0,,,,,,0068Z00001XshUvQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-74.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XshUvQAJ,1658185421147.0,62e84ff10b93022bfa43cde6
424,created,2022-07-19T18:38:08.679Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,,75.0,,,2022-08-02,,,,False,False,Pipeline,Pipeline,,False,,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658255890862.0,62e84ff10b93022bfa43cde7
425,created,2022-07-19T18:38:08.681Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,,75.0,,,2022-08-02,,,,False,False,Pipeline,Pipeline,,False,,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658255890921.0,62e84ff10b93022bfa43cde8
426,updated,2022-07-19T18:38:58.512Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,,75.0,,,2022-08-02,,,,False,False,Pipeline,Pipeline,,False,01s1U000000ZwxwQAC,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:38:58.000+0000,0051U000006ofBlQAI,2022-07-19T18:38:58.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658255939869.0,62e84ff10b93022bfa43cde9
427,updated,2022-07-19T18:41:28.359Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,480.0,75.0,360.0,6.0,2022-08-02,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:41:28.000+0000,0051U000006ofBlQAI,2022-07-19T18:41:28.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658256089761.0,62e84ff10b93022bfa43cdea
428,updated,2022-07-19T18:41:28.362Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,480.0,75.0,360.0,6.0,2022-08-02,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:41:28.000+0000,0051U000006ofBlQAI,2022-07-19T18:41:28.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658256090037.0,62e84ff10b93022bfa43cdeb
429,updated,2022-07-19T18:43:15.525Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,610.0,75.0,457.5,8.0,2022-08-02,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:43:15.000+0000,0051U000006ofBlQAI,2022-07-19T18:43:15.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658256196832.0,62e84ff10b93022bfa43cdec
430,updated,2022-07-19T18:43:15.528Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Proposal/Price Quote,610.0,75.0,457.5,8.0,2022-08-02,,,,False,False,Pipeline,Pipeline,,True,01s1U000000ZwxwQAC,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T18:43:15.000+0000,0051U000006ofBlQAI,2022-07-19T18:43:15.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658256196879.0,62e84ff10b93022bfa43cded
431,updated,2022-07-19T20:27:46.033Z,0068Z00001XsrFoQAJ,0068Z00001XsrFoQAJ,False,0011U000022XNzPQAW,False,The Centr - Brochure TEST,,Closed Lost,610.0,0.0,0.0,8.0,2022-08-02,,,,True,False,Omitted,Omitted,,True,01s1U000000ZwxwQAC,0051U000006ofBlQAI,2022-07-19T18:38:07.000+0000,0051U000006ofBlQAI,2022-07-19T20:27:45.000+0000,0051U000006ofBlQAI,2022-07-19T20:27:45.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XsrFo,Presented,,0.0,,,0038Z00002qRLa6QAG,,,0068Z00001XsrFoQAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XsrFoQAJ,1658262467558.0,62e84ff10b93022bfa43cdee
432,created,2022-07-19T23:49:16.112Z,0068Z00001XstP0QAJ,0068Z00001XstP0QAJ,False,0018Z00002YcgfxQAB,False,Avid Vines- Email Sequence,,Proposal/Price Quote,,75.0,,,2022-08-02,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-07-19T23:49:15.000+0000,0051U000006prvDQAQ,2022-07-19T23:49:15.000+0000,0051U000006prvDQAQ,2022-07-19T23:49:15.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XstP0,Presented,,0.0,,,0038Z00002od7vPQAQ,,,0068Z00001XstP0QAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XstP0QAJ,1658274557110.0,62e84ff10b93022bfa43cdef
433,created,2022-07-19T23:49:16.114Z,0068Z00001XstP0QAJ,0068Z00001XstP0QAJ,False,0018Z00002YcgfxQAB,False,Avid Vines- Email Sequence,,Proposal/Price Quote,,75.0,,,2022-08-02,,,,False,False,Pipeline,Pipeline,,False,,0051U000006prvDQAQ,2022-07-19T23:49:15.000+0000,0051U000006prvDQAQ,2022-07-19T23:49:15.000+0000,0051U000006prvDQAQ,2022-07-19T23:49:15.000+0000,,3.0,2022.0,2022 3,,,,,False,False,,,Quote,,,https://theadmincenter.secure.force.com/pmtx/pymt__SiteQuote?id=0068Z00001XstP0,Presented,,0.0,,,0038Z00002od7vPQAQ,,,0068Z00001XstP0QAJ,True,False,,,,,0.0,0.0,,,,,,,0.0,,,,False,-14.0,,0.0,False,,False,,,False,,Opportunity,/services/data/v42.0/sobjects/Opportunity/0068Z00001XstP0QAJ,1658274557132.0,62e84ff10b93022bfa43cdf0
